104,Marshall Emberton II 攜帶式 藍牙喇叭,29,71,6490,"Emberton II 所傳達的聲音豐富飽滿、乾淨且音量非凡。藉由真正的立體聲播放來體驗 360° 的音樂饗宴，每個角度聽起來都完美無瑕。
Emberton II 還提供著同級產品中幾乎最大聲的音量播放。
EMBERTON II 經過 IP67 認證，意味著它已被認證，可以防止灰塵或者微粒進入，也能經受 1 公尺深的靜水壓力。也就是說，如果您的 Emberton II 用髒了，不用擔心，直接沖洗它吧！當然，下雨也無需擔心。"
105,Audio Technica 鐵三角 AT-LP60XBT WH 全自動藍牙 立體聲 黑膠唱盤,31,71,6500,"• 透過支援藍牙功能的喇叭或耳機，無線傳輸唱片樂音
• 支援高音質且低延遲的 aptX 音訊編碼
• 全自動播放型黑膠唱盤，按下 START 鍵就能播放/暫停，支援 33/45 轉
• 鋁合金壓鑄成形唱片轉盤，再現清澈音質
• 專用唱臂和唱頭蓋，提升唱針循軌能力並抑制多餘共振"
106,JBL - Horizon - USB充電和環境光的藍牙時鐘收音機,33,71,5400,"帶LED燈的多感官鬧鐘
為您和您的伴侶提供2個獨立鬧鐘。
可以選擇FM廣播，原始數字鬧鐘音或從藍牙設備播放的音樂。
LED環境光有助於輕輕喚醒您。
LCD顯示屏會自動調節亮度以適合室內照明。"
107,特潤超導全方位修護露 Advanced Night Repair Serum,32,56,2950,"一滴完美透亮　肌膚彈潤更緊緻
極速修護新革命　啟動年輕關鍵"
108,Leopold FC750RBT 藍牙雙模機械式鍵盤,34,72,4530,"1、ABS外殼
2、多媒體功能鍵
3、PBT二色鍵帽
4、德國CHERRY MX機械軸
5、專屬自行開發衛星軸體
6、可調整腳架設計及防滑墊
7、雙層FR4 PCB & 底部消音棉設計"
109,局部加強緊實凝膠,35,57,2000,"清爽的局部加強緊實凝膠採用有機植物萃取而成，針對容易下垂鬆垮部位，包括手臂、臀部、大腿、腹部和腰部加強緊實。
使肌膚更柔滑，更滋潤，重拾其自然彈性。
質地清爽不黏膩，塗抹後即可穿上衣服。
膚質： 混合性肌膚, 乾性肌膚, 一般肌膚, 油性肌膚
質地： 凝膠
使用說明： 每天早上和/或晚上使用。"
110,AZIO Retro Classic BT藍牙牛皮復古打字機機械式鍵盤,36,72,7990,"傳言在 1808 年，義大利一對深情戀人，男方為了失明女友而設計出打字機的原型，敲一鍵、打一字，每個字詞都述說著暖暖愛意，文字於是得以藉此而恆遠流傳。
為了喚醒愛的記憶，並將這份溫暖持續下去，AZIO 以經典的復古打字機為雛型，結合現代科技技術，推出「RETRO CLASSIC ARTISAN 牛皮復古打字機鍵盤（BT無線藍牙版）」，嚴選牛皮材質，延聘匠人以手工打造，結合鋅鋁合金框架，與皮革形成絕妙呼應，而工業風六腳螺栓讓細節更豐富，搭配黑與金銅的steampuck蒸氣龐克風配色，讓鍵盤成為藝術，賦予時代文化新生命力。"
111,Ducky Zero 9108 芝芝桃桃 108鍵PBT機械式鍵盤,37,72,2190,"1、全新配色設計
2、多段式腳架設計
3、獨立指示燈設計
4、雙層電路板用料
5、PBT二色成形不破孔鍵帽
6、使用德國Cherry MX 機械軸
7、USBType-C接頭與接線分離設計
8、Ducky Macro 2.0，最強大的硬體設定功能"
112,全新一代 宛若新生撫紋霜,35,57,2400,"輕盈細滑的乳霜質地容易延展，專業配方結合了活性成份，可改善肌膚彈性和緊實度，同時紓緩肌膚。此外，配方成份極簡，包裝可確保配方的保鮮度。
膚質： 所有肌膚類型
質地： 乳霜"
113,Leopold FC900RBT藍牙雙模機械式鍵盤,34,72,4680,"1、ABS外殼
2、多媒體功能鍵
3、PBT二色鍵帽
4、德國CHERRY MX機械軸
5、專屬自行開發衛星軸體
6、可調整腳架設計及防滑墊
7、雙層FR4 PCB & 底部消音棉設計"
114,輕盈美體護理油,35,57,2400,"護理油以純植物萃取研製，配方融合了金雀花、天竺葵和墨角蘭精油，幫助趕走不需要的負擔，讓肌膚更緊實有彈性。以冷壓淬鍊的第一道榛果油做為基底，讓肌膚如絲緞般柔軟。香氣帶來身心靈的愉悅享受。不留污跡。
膚質： 所有肌膚類型
質地： 油
使用說明： 每週2-3次"
115,牛奶果美胸霜-緊實,35,57,2450,"越南牛奶果和鐵樹萃取成份，有效緊實胸部到下巴部位的肌膚，肌膚更加滋潤光滑、柔軟，保持青春！重拾緊實肌膚，使肌膚更滋潤光滑，如絲緞般柔軟。
膚質： 所有肌膚類型
質地： 乳液
使用說明： 睡前使用。"
116,Ducky ONE 3 白色 108鍵 100% RGB 機械式鍵盤,37,72,3890,"1、薄邊框撞色設計
2、衛星軸進行出廠預潤調教
3、QUACK Mechanics力學設計
4、音感還原，圓潤而紮實的聲響 還原軸體最初感動
5、衛星軸調教，絲滑柔順的導引 造就經典的大鍵力學
6、真。PBT鍵帽，抗油耐污，動靜皆宜 表面微磨砂觸感
7、重心懸吊配置，降低重心、平衡力矩 提供更穩定的操控
8、五腳軸體熱插拔底座，相容於市面上99%的三腳、五腳軸體
9、懸吊配重設計，除了降低重心之外，平衡過後的力矩將提 供使用者更為穩定的輸入環境
10、獨家 Q-Bounce 夾心，Q-Bounce和EVA 泡棉墊有助於減少長時間劇烈打字/遊戲的衝擊與壓力"
117,NZXT MXL900 布質滑鼠墊,38,73,1290,"1、防汙塗層
2、防滑加厚
3、靜音吸震鼠墊
4、柔軟便於攜帶的特性
5、提升遊標精確定位與追踪性能
6、針對紅外線與雷射滑鼠靈敏度及傳感器優化"
118,SteelSeries AEROX 3 Wireless Ghost,39,73,2490,"1、完美像素 TrueMove Air 光學遊戲感應器
2、AquaBarrier™ 技術具有防水防塵等多種機能
3、絕佳 200 小時電池壽命，配以 USB-C 快速充電
4、透過遊戲級 2.4 GHz 及多功能藍牙實現雙連接 5.0
5、超輕量型設計，重量僅 68 克，讓您以輕鬆最快的速度遊戲"
119,煥顏緊緻彈力精華水,35,52,2100,"這款女神彈簧水適合所有膚質，結合天然植萃成分和長短鏈玻尿酸，為肌膚提供長達8小時的強效保濕*，同時喚活肌底，使肌膚重拾活力。其配方專門針對抗老，有助顯著緊緻肌膚，維持彈性豐潤。精華水還可以做為前導為肌膚打好基礎，快速吸收後續塗抹的保養品。絲滑柔潤質地可深入滲透肌底，讓肌膚感覺飽滿澎潤。其環保設計瓶裝採用至少25%再生塑膠。 
膚質： 混合性肌膚, 乾性肌膚, 一般肌膚, 油性肌膚
質地： 乳液
使用說明： 每天早上和/或晚上使用。"
120,logitech MX Ergo,40,73,3290,MX ERGO 是針對您的手型而特別打造，可快速精確地進行追蹤。具有獨特的 0 或 20° 傾斜角度，專為輕鬆征服冗長的文件和試算表而設計。
121,超級精華-黃金雙激萃,35,53,4100,"克蘭詩首度破解肌膚的年輕密碼！了解唯一*蘊含 [20+1] 種高效植物精華的 [水+油] 配方護理，高效激活5大控齡修復關鍵。
嶄新全面雙重配方結合天然成份：薑黃萃取、豐富的薑黃酮及20種高效植物精華，有效提升抗老功效。明顯減淡老化跡象，重拾肌膚光澤。
膚質： 所有肌膚類型
質地： 水狀"
122,黃金亮眼萃,35,55,2700,"為眼周的脆弱肌膚，精選有機高山峨參和黃金薑黃等13種植萃，注入獨創水乳雙質地，96%源於天然成份，
全方位擊退眼周老化跡象，24H保濕抗乾紋、100%有感彈潤亮，一抹亮眼水光圈立現！
膚質： 所有肌膚類型
質地： 水狀
使用說明： 每天早/晚由內而外輕按於全眼周。"
123,To Rev Up Tired Legs 漫步在雲端腿部舒緩霜,41,57,1350,"薄荷、絲柏、歐薄荷和雪松能舒緩疲累的雙腿，釋放肌肉緊張與壓力，讓您的雙腿恢復活力與生氣。
取適量由腳踝、小腿、大腿，由下往上單一方向按摩。
成分:薄荷、絲柏、歐薄荷和雪松"
124,AZIO R.C.M.P. 義大利手工牛皮滑鼠墊(方形),36,73,1590,"1、植鞣頂級處理
2、特殊防滑底層
3、浮雕徽標壓印
4、附可嵌式金屬環
5、義大利進口頭層牛皮"
125,ORIGINAL SKIN 天生麗質粉美肌面膜,41,56,980,"美肌面膜可重新撫平肌膚紋理，深層潔淨細緻毛孔，重現自然無瑕麗顏－拍照時無須再使用濾鏡。
加拿大柳蘭改善肌膚暗沉，使肌膚更加明亮有光澤．
地中海玫瑰泥淨化肌膚、柔滑膚觸，立現粉嫩細緻肌．"
126,AZIO R.C.M.P. 義大利手工牛皮桌墊滑鼠墊(摺疊式),36,73,4490,"1、摺疊式設計
2、植鞣頂級處理
3、特殊防滑底層
4、浮雕徽標壓印
5、附可嵌式金屬環
6、義大利進口頭層牛皮"
127,Final Audio E3000,42,74,1500,"・銀色不鏽鋼鏡面處理外觀
・全新研發6.4mm動圈單體
・華麗細緻的中高頻表現
・配備獨家Type-E矽膠耳塞"
128,DR.WEIL青春無敵靈芝舒緩保濕噴霧,41,52,1100,"靈芝噴霧和靈芝系列相同，成分添加珍稀的靈芝及北極靈芝發酵精萃，能立即調理不穩定的膚況，同時將成分快速吸收進肌底，
其中更添加兩種高效保濕成分包含雪耳精粹，可以保存比自身重量多數倍水份的成分，以及靈芝水本身就含有的高效保濕成分-玻尿酸，
就像海綿一樣能幫助肌膚喝保水保濕不乾澀！使用過程中能提振身心，因含有天竺葵、香橙、橘子、廣藿香及薰衣草精油，可放鬆療癒！"
129,Sony IER-M7,43,74,19900,"・輕巧外殼
・高規格聲音隔離
・4 個平衡電樞式 (BA) 驅動單體
・Sony 原創設計的 BA 驅動單體
・預先成形的耳掛可以穩固貼合您的耳朵"
130,Beyerdynamic DT700 PRO X,44,74,9400,推出專為創作者打造的全新領域產品 PRO X 系列，力求滿足新一代創作者應用需求，以創作非凡為宗旨，承襲拜耳近百年來在音頻、聲學、會議演藝、航空等眾多領域的沉澱與積累，使得 PRO X 系列產品在技術、性能、靈活性方面推向新的高度。
131,PLANTSCRIPTION™ 抗皺紋保養品：駐顏有樹全效修護精華,41,53,3500,"全新升級配方、抗老再進化
肌膚是否年輕的指標，在於肌膚天然的支撐架構是不是給力，膠原蛋白、彈力蛋白和原纖結構蛋白是3關鍵成分。
但隨著年齡增長，原纖結構蛋白會減少而導致肌膚看起來鬆垮，使肌膚出現細紋與皺紋。
天然高效保養專家品木宣言10年抗老修護科研再突破，從天然療傷藥材『榆綠木』中發現出神奇修護功效，
搭配16種植物活性成分 & 6種有效胜肽，推出蘊含強大的抗老功效『駐顏有樹全效修護精華』，能有效提升3種膠原蛋白，1瓶對抗15種肌膚危機
使肌膚從真皮到表皮建構密實飽滿肌底，更平滑緊緻有彈性。"
132,AKG K701,45,74,6900,"不管您喜歡從整體上進行監聽，還是想要仔细聆聽分析，K701 都能將洞察力轉變成纯粹的享受。AKG 是全球第一家在耳機上使用革命性扁線音圈技術的製造商，這款耳機就是 K701。
K701 可提供真正精緻化的音色，使每位音樂人都能找到精準定位。這種靈敏度和空間感，再加上精彩的高音柔和感、富有衝擊力的低音，堪稱業界奇跡。這款極致的開放式動圈耳機，提供出色的精準聲音和超卓的聲場。"
133,Sennheiser IE400 PRO,46,74,11900,IE 400 PRO提供工作室音效的動態入耳式監聽耳機：顯著力度、清晰高頻以及通透的中音域重現。微型 7mm 驅動器採用新開發的 TrueResponse 技術，可確保無雜訊和無失真的音效。IE 400 PRO 採用符合人體工程學的設計，舒適穩固且堅固耐用，可適用於任何場合。
134,Kodak Ektar H35,48,75,1990,"柯達Kodak Ektar H35半格底片相機，是非常好入手適合想要降底片拍攝成本的人, 可讓您在35 mm的底片上產翻倍的畫面，絕對是現今底片成本飆升的時代，最好的節省好辦法。 此款相機內建閃光燈, 輕巧的機身，擁有四種顏色, 是適合旅行或任何社交場合的理想相機。"
135,Biotherm 碧兒泉 男仕 海鹽控油收斂水,47,52,1650,"收斂化妝水推薦 - 男性海鹽控油收斂水能有效鎮定舒緩，收斂緊緻毛孔
火山珍珠岩礦物質粉末成分搭配控油化妝水雙層質地、雙重功效，能有效吸附皮膚多餘油脂，改善毛孔粗大
油水平衡，全天不泛油光
內涵海鹽精華礦泉水，有效穩定肌膚"
136,Biotherm 碧兒泉 男仕 活泉多水72H超保濕凝露,47,54,2450,"72小時沁涼保濕、清爽無極限
第一瓶來自冰河的男性保濕凝露
含獨家專利成分奇蹟活源因子
含極地冰河鎖水因子：強化肌膚自體保水力，72小時長效保濕
含獨家專利活性成分：能舒緩肌膚，使用兩週促進肌膚角質層代謝"
137,Biotherm 碧兒泉 男仕 長效控油海鹽潔面膠,47,56,1300,"徹底臉部清潔，從肌底開始調理
添加純植物性荷荷芭天然去角質微粒，深度清潔臉部肌膚
具有高度親膚性，360度按摩肌膚，溫和調理代謝角質並助於控油，洗後清爽不緊繃
適合敏感性肌膚使用
肌底調理 徹底清潔
溫和代謝角質 不油不緊繃"
138,Biotherm 碧兒泉 奇蹟活源晶透露,47,52,2250,"妝前保濕精華推薦
獨特的輕透水感質地，輕盈好吸收不黏膩，秒速滲透肌底
搭配碧兒泉最高濃度的明星成分-奇蹟溫泉活萃，幫助活化與修護肌底
搭配晶透亮膚因子加速肌膚角質層的修護、代謝老廢角質與緊緻毛孔
使用後讓肌膚全面升級，閃耀細緻的晶透亮感
輕盈好吸收不黏膩，加速肌膚角質層修護"
139,Biotherm 碧兒泉 奇蹟特嫩精華,47,53,3200,"奇蹟益生活萃：改善不平滑粗糙顆粒感，粗糙-57%，超滑嫩
維他命C配醣體+角質淨化因子：抑制黑色素生成，加速對抗肌底暗沉，讓肌膚由內而外白皙透亮，透亮感+31%，更發光
大小分子玻尿酸：深入肌底注入保濕能量，撐起紋路讓肌膚水潤保濕，舒緩乾燥毛孔，毛孔收斂18%，超細緻
「拯救暗沉粗粗臉，亮出健康水嫩肌」
3大成分超級功效 ，打擊3大暗沉粗粗臉問題
KO近距毛孔/壓力暗沉/T字顆粒"
140,KODAK M35 Film Camera,48,75,750,"■簡單操作、輕鬆上手
■入門玩家首選，價格親民
■簡約風格、時尚文青
■支援135(24x36mm)規格之所有底片
■內建閃燈，自動充電
■標準31mm定焦鏡頭
■全程手動過片、回捲，復古玩法"
141,LOMO INSTANT AUTOMAT SUNDAE KIDS,49,75,6980,來自泰國的人氣插畫家 Sundae Kids 以可愛調皮又多彩的卡通漫畫風，繪畫出每個愛情中的大小事，引起讀者的共鳴，並於各大社交網站平台，擁有超過百萬來自世界各地的粉絲！這次 Sundae Kids 與 Lomography 推出獨家設計限量版的 Lomo’Instant Automat 拍立得
142,Kiehl’s 契爾氏 激光極淨白淡斑精華,50,53,3550,"史上最強美白精華液！一滴三效:極淡斑、超透亮、好保濕
美白精華液三大成分
三大有效成分「激光活能C」、「普拉絲鏈」、「溫和水楊酸」， 能有效淨膚拋光、淡化黑色素、偕同肌膚膠原蛋白作用，讓肌膚更保濕、更白皙透亮
美白精華液專利
專利配方有效又安心，穩定性高的保養成分白天擦也不怕變質，經實驗證實敏感肌也適用．
每天早晚於化妝水後使用，建議一次用量為一整個滴管，均勻塗抹於臉部並將多餘的精華液帶到頸部。專利配方質地清爽，能快速吸收，立即有感透亮．"
143,RICOH THETA SC2,51,75,10900,"為每個人設計的360°相機。
能讓您輕鬆享受高性能的標準機型。"
144,Kiehl’s 契爾氏 冰河醣蛋白保濕霜,50,54,1500,"千萬口碑推薦No.1保濕舒緩霜! 輕盈不致粉刺，3秒舒緩乾燥，具有長效保濕、水嫩亮效果
●擁有南極純淨冰河配方，能幫肌膚抓水鎖水，達到24小時保濕水亮效果
●添加修護天王神經醯胺衍生物，能快速舒緩泛紅、脫皮、乾癢、粗糙、緊繃和暗沉，效果看得見
●不致粉刺配方，成分溫和、無添加酒精、香精、PARABEN防腐劑，敏感肌適用
冰河醣蛋白保濕霜適用於每日早晚臉部清潔後，於化妝水或精華液後使用，取約3-5顆米粒大小保濕霜的量，點在臉頰與下巴部位，由臉頰開始均勻塗抹至T字部位。"
145,SONY ZV-1,43,75,19380,"● 24-70mm，F1.8-2.8 變焦鏡頭
● 0.03 秒高速自動對焦
● 錄影支援人眼偵測自動對焦/即時追蹤
● 錄影柔膚效果、臉部優先自動曝光
● SteadyShot™積極模式
● 一鍵切換背景景深、產品展示(開箱)模式
● 內建三組麥克風、支援麥克風插孔"
146,Kiehl’s 契爾氏 超進化全能新生超級眼霜,50,55,2000,"專櫃抗老眼霜推薦-眼部保養新革命！契爾氏全新輕脂超級眼霜，能有效緊緻拉提眼周，全面撫平眼周細紋、眼周暗沉、舒緩泡泡眼，60%少油配方、質地輕盈無負擔。
●富含獨家專利300%*高效抗老濃度成份「普拉斯鏈」，協同膠原蛋白作用，由內而外層層緊緻、全眼有感拉提。
●添加「雙重胜肽」，有效強化眼部肌底結構、提升肌膚彈力、精準淡紋更緊實。
●60%**少油配方、好推好吸收！無添加香精、輕盈無負擔，敏感性肌膚也適用，早晚都可安心使用。"
147,Kiehl’s 契爾氏 金盞花精萃修護水凝凍膜,50,56,1800,"●專櫃第一瓶【安瓶級水凝凍膜】，急救肌膚問題快又有效！
●水凝凍膜注入金盞花瓣5大活萃成份，一敷立即修護舒緩，KO皮膚乾燥、皮膚暗沉、泛紅、膚色不均等問題，敷後肌膚變得更彈嫩細緻，透出水亮光澤！
●獨家「水凝凍膜」質地，結合保濕凍膜的清爽質地與晚安水凝膜的保濕力，能緊密貼合肌膚，深層注入精華成份，保濕舒緩效果更持久！
將保濕水凝凍膜塗抹於清潔過後的肌膚上，避開眼周肌膚，於臉部停留5-10分鐘，以溫水洗淨。可視肌膚需求每週使用水凝凍膜1-3次。"
148,Elizabeth Arden 伊麗莎白 時空彈力3D FIT 眼霜組,52,55,2400,"●秒收緊：分子釘增強肌膚屏障、四胜肽提高肌膚密度讓肌膚更緊緻
●深補水：紅海藻幫助鎖住水份提供全天候保濕
●提輪廓：雪絨花精萃有助讓輪廓更立體，一掃鬆弛老態，同時改善膚色，綻放年輕活力"
149,Elizabeth Arden 伊麗莎白 時空彈力3D FIT緊容晚霜,52,54,3750,"●秒收緊：分子釘增強肌膚屏障、四胜肽提高肌膚密度讓肌膚更緊緻
●深補水：紅海藻幫助鎖住水份提供全天候保濕
●提輪廓：雪絨花精萃有助讓臉部輪廓更立體，一掃鬆弛老態，同時改善膚色，綻放年輕活力
質地清爽，吸收快速，使用後肌膚明顯緊緻、保濕、透亮，散發如絲綢般耀眼細緻的年輕光彩。
運用分子釘、四胜肽和雪絨花萃取等保養成分，短短1週，肌膚明顯拉提緊緻，輪廓線清晰可見，重建V型小臉。"
150,M.A.C 超持妝全能氣墊粉餅SPF 50/PA++++,53,50,2020,"殺手氣墊賜你超殺顏值，輕鬆斬除肌膚所有瑕疵！強勢持妝24小時，給你超清爽的霧絲絨妝感！
直接用於臉部，或用臉部刷具打造更細緻的妝容"
151,M.A.C 彈力氣墊蜜粉,53,50,1470,"專業品質，精緻的散粉，以啞光效果訂製霧面妝感。 添加滋潤成分，讓肌膚感到舒適不乾燥。擁有清透遮瑕力的彈力氣墊蜜粉是一款初學者必備的萬用底妝。
以170或167刷具輕輕掃過全臉。
若要打造更絲絨平滑的妝感，以Luxury Powder Puff拍於全臉。"
152,M.A.C 奇幻花園系列-時尚專業唇膏,53,51,850,"以盛開的伊甸花園作為創作靈感，M·A·C推出全新限量奇幻花園系列，全系列含12色眼影盤、4款時尚專業唇膏以及2款超激光炫彩餅限量新色，
包裝以夢幻柔美的神祕紫綴上斑斕花園色彩，邀您走進百花齊放的盛夏繽紛之中，彷彿置身夢幻芬芳的人間仙境。"
153,M.A.C 九色眼影盤-BURGUNDY TIMES,53,11,1720,"精心嚴選的勃根地色調眼影盤，可提供無數的色調組合。它提供了一系列從霧面、緞面到珠光的紋理，可打造各種白天和夜晚的造型。
飽和柔軟和光滑色調全被包裝成口袋大小的眼影盤，方便攜帶。
使用方法:用手指、刷子或海綿用於眼部。"
154,M.A.C 3D無設限睫毛膏防水版,53,11,900,"極黑超立體睫毛膏從睫毛根完整塗刷至尾端，刷出纖長、勾勒立體睫毛，現在更升級防水配方。
更濃密纖長，打造捲翹持妝的誇張睫毛，不結塊、不暈染的超立體睫毛，升級防水配方，能抵抗濕氣。
使用方法：將刷頭頂住睫毛根部，接著從根部往頂部晃動刷頭。重複塗刷，直到達到理想效果。"
155,M.A.C 魔幻魅惑系列-晶亮魔唇,53,51,850,"挑起你的玩色癮頭 捲入迷幻彩妝漩渦
高調宣告派對女王霸氣回歸
# MAC魔幻魅惑系列"
156,YSL 情挑誘光水唇膏,54,51,1470,將所有雙唇需要的保養精華，一次注入這支極為柔潤保濕的唇膏中，讓女人每次使用唇膏，都享有無比舒適的潤澤感受與豐唇效果。
157,YSL 恆久完美無瑕持妝粉底,54,50,2600,"奢華浮刻LOGO X 獨家持妝科技
底妝夢幻逸品
全新持妝鎖水薄膜結合奈米遮瑕粒子
讓肌膚內部油水平衡，外部防水抗汗不沾染
同時針對肌膚瑕疵完美遮瑕，反覆堆疊仍能維持輕盈妝感，彷若天生零瑕疵的細膩妝感
不論油肌 乾肌 24H都能擁有無瑕美肌*
實現真正的底妝自由"
158,YSL 訂製奢華皮革彩妝盤,54,11,3600,YSL訂製奢華皮革彩妝盤【Paris款】，金屬光到粉霧閃爍的多變質地，從日常妝容到夜晚狂歡派對造型，盡情訂製自己的美麗遊戲規則，無論何時何地都是最耀眼的焦點。
159,Bobbi Brown 芭比波朗 冬蟲夏草精華亮膚持妝乳 SPF 25 PA++,55,50,1950,"提亮氣色、煥活能量：添加冬蟲夏草+人蔘精華，為肌膚補充一整天滿滿活力！
舒緩肌膚、減緩乾燥泛紅問題：紅海藻+甘草根萃取可穩定舒緩肌膚，維持健康狀態
長效保濕、散發彈潤光彩：小麥蛋白及玻尿酸立即潤澤肌膚，水潤效果持續一整天
強化肌膚防護、強健膚質：SPF防護及維他命E，保護肌膚抵禦紫外線、環境造成肌膚老化的傷害
所有膚質適用"
160,Bobbi Brown 芭比波朗 流雲持久防水炫彩眼影筆,55,11,1250,"不需刷具，也能完成眼妝。
高度顯色，柔和或高調眼妝都能打造。
八小時的防水功能及持久度，不易脫色。
塗抹於眼皮上，以指尖輕易地暈染。或使用膚色色號打底，奪目色號提亮眼妝。"
161,Bobbi Brown 芭比波朗 晶鑽桂馥修護潤唇精華,55,51,1300,"芭比波朗 晶鑽桂馥護唇家族再添生力軍
全新晶鑽桂馥修護潤唇精華 美唇救援神登場
能夠長達24HR修護滋養雙唇，有助改善唇部乾燥細紋，使雙唇長時間柔嫩健康
塗抹後立即感覺唇部肌膚深度滋潤感、使用一周後唇部更加豐潤立體！
用於唇膏後，能使唇部更顯澎潤、唇彩更顯色、同步強化唇部防禦力"
